ComunidadID,PreguntaID,Pregunta,A,B,C,D
AND2023,77,"Respecto a la fragilidad, es cierto que:",Tiene mayor prevalencia en hombres que en mujeres.,Es una situación reversible y modificable.,La inactividad protege frente a ella.,"Disminuye la vulnerabilidad individual para desarrollar dependencia o fallecer.
Página 14 de 32"
AND2023,78,"Según la Escala de Valoración de Riesgo de Úlceras por Presión de Braden, una
puntuación igual o inferior a 14 puntos indica un riesgo de aparición de úlceras por
presión:",Riesgo bajo.,Riesgo moderado.,Riesgo alto.,Riesgo muy alto.
AND2023,79,"Según el actual Protocolo de Bacteriemia Zero, las recomendaciones se clasifican
en:",Obligatorias.,Opcionales.,Medidas a no realizar.,Todas son correctas.
AND2023,80,"Respecto a la Escala de Riesgo de Caídas Múltiples, ¿qué opción es la correcta?",Una respuesta positiva indica que no hay riesgo de caídas.,Dos respuestas positivas indican que hay riesgo de caídas.,Solo hay riesgo si las respuestas a las tres preguntas son positivas.,Todos los mayores de 65 años tienen riesgo de caídas.
AND2023,81,"Atendiendo a la Ley 39/2006, de 14 de diciembre, de Promoción de la Autonomía
Personal y Atención a las personas en situación de dependencia, la situación de
dependencia se clasifica en:","Nivel A, Nivel B y Nivel C.","Nivel 1 ó dependencia leve, Nivel 2 ó dependencia media y Nivel 3 ó dependencia
severa.","Nivel de dependencia leve, nivel de dependencia medio y nivel de dependencia severo.","Grado 1 ó Dependencia moderada, Grado 2 ó Dependencia severa y Grado 3 ó Gran
dependencia."
AND2023,82,"En relación a la implementación de la consulta telefónica (CT) entre los
profesionales del Sistema Sanitario Público de Andalucía (SSPA):","En la actualidad, el paciente puede solicitar su cita a través de las siguientes vías:
ClicSalud+, Salud Responde (APP o teléfono) o a través del personal de la UAC.","En función de la demanda hay que dirigirlo al recurso/profesional y modalidad de
atención (telefónica, presencial, urgente) más adecuada por lo que es necesario disponer
de un sistema consensuado de orientación/clasificación.","La CT puede clasificarse según el contenido que aborde en asistenciales y no
asistenciales, y en función de los principales motivos de demanda en: demandas de tipo
administrativo, demandas de tipo clínico asistencial, demandas de apoyo en cuidados
complejos y demandas de tipo social.","Todas son correctas.
Página 15 de 32"
AND2023,83,En una persona dependiente con alto riesgo de caídas:,"Se le planificará un programa de ejercicio físico multicomponente (equilibrio y fuerza
muscular resistencia aeróbica, flexibilidad).","Se realizará una revisión de los fármacos que afectan negativamente a las personas
con riesgo de caídas siguiendo los criterios STOPP/START.","Se realizara una revisión de riesgos del hogar mediante listas de comprobación
referidas.",Todas son correctas.
AND2023,84,"Entre los Dominios competenciales de la Enfermera de Práctica Avanzada NO se
encuentran:",Investigación y práctica basada en evidencias.,Gestión de la Calidad.,Gestión de Recursos.,Gestión de Cuidados.
AND2023,85,"El Plan Andaluz de Cuidados Paliativos establece que la atención sanitaria se
realizará en función de priorización, quedando establecida la atención de la
siguiente manera:","No demorable en menos de 48 h, Preferente en menos de 5 días y Normal en un
máximo de 10 días.","Urgente en menos de 24 h, Preferente en menos de 72 h y Normal en un máximo de 7
días.","No demorable en menos de 72 h, Preferente en menos de 10 días y Normal en un
máximo de 15 días.","Urgente en menos de 24 h, Preferente en menos de 5 días y Normal en un máximo de"
AND2023,10,"días.
86 Según el modelo de ""Los 5 Momentos de la Higiene de Manos"" propuestos por la
Organización Mundial de la Salud, en el ámbito hospitalario sería necesario lavarse
las manos:",Antes de tocar al paciente.,Después de tocar al paciente.,"Después de tocar cualquier objeto o mueble del entorno del paciente, incluso si no se
ha tocado al paciente.",Todas son ciertas.
AND2023,87,Señale la opción INCORRECTA respecto a los tipos de vendajes:,El vendaje circular tiene una función de compresión principalmente.,"El vendaje de vuelta recurrente se usa en las puntas de los dedos, muñones y
capelinas.","El vendaje en 8 se utiliza en articulaciones, ya que permite tener cierta movilidad de
las mismas.","El vendaje en espiga se usa en las extremidades, empezando por la parte más distal.
Página 16 de 32"
AND2023,88,"Si nos encontramos un vial de Gentamicina de 80 mg/2ml diluido en 98 ml de suero
fisiológico, y nos indican que debemos administrar 20 mg de Gentamicina,
¿cuántos mililitros debemos extraer de la disolución para su posterior
administración?",50 ml.,40 ml.,25 ml.,20 ml.
AND2023,89,"Indique la opción correcta según las directrices de la Guía Farmacoterapéutica del
Hospital elaborada por el Sistema Sanitario Público de Andalucía (SSPA):",La Teofilina se puede administrar por vía oral y parenteral.,El Salbutamol se administrará por vía inhalatoria exclusivamente.,El bromuro de Ipratropio se puede administrar por vía inhaladora y parenteral.,La Codeína se puede administrar por vía oral y parenteral.
AND2023,90,"¿Cuáles son los datos mínimos que debe recoger la indicación enfermera de
absorbentes, para el correcto visado y dispensación?","Talla, nombre genérico y comercial.","Tipo, talla, posología y número de unidades/envase.","Capacidad de absorción, tipo, talla, posología y número de unidades/envase.","Tipo, talla y capacidad de absorción."
AND2023,91,Señale la opción INCORRECTA respecto a los catéteres venosos centrales:,"Se utilizan para administrar medicamentos, líquidos y controlar el estado
hemodinámico del paciente.","Su uso está indicado en la administración de quimioterapia prolongada y/o nutrición
parenteral.","Las complicaciones más frecuentes son hemorragia, neumotórax, infección,
obstrucción del catéter y dolor.","Es preferible su inserción en la vena yugular que en subclavia o femoral ya que
disminuye el riesgo de infección y formación de coágulos sanguíneos en la punta del
catéter."
AND2023,92,"Según la Regla de Wallace, una persona adulta que se quema los dos miembros
inferiores por delante y por detrás y los genitales, ¿qué porcentaje de superficie
corporal tendrá quemada?",19%.,27%.,36%.,37%.
AND2023,93,NO se trata de una ventaja de la Hospitalización a Domicilio:,Integra a la familia en el proceso curativo.,Favorece los episodios de confusión/desorientación.,Permite mayor intimidad y disfrutar de la comodidad del hogar.,"Ausencia de infecciones nosocomiales.
Página 17 de 32"
AND2023,94,"Respecto al Informe de Continuidad de Cuidados, podemos decir que:",Contiene información dirigida en exclusiva al paciente.,La herramienta no orienta al equipo hacia un objetivo común.,Se trata de una herramienta de comunicación entre el hospital y atención primaria.,No se puede considerar una medida de Seguridad en el Paciente.
AND2023,95,"¿Cuál de las siguientes opciones, NO se considera una contraindicación para el
uso del Dispositivo Intrauterino (DIU) de cobre?",Sospecha de gestación.,Antecedentes de embarazo ectópico.,Coagulopatías o tratamiento anticoagulante.,Alergia al cobre.
AND2023,96,"Según el Calendario de Vacunaciones de Andalucía 2023, señale la correcta:","Se recomienda la vacunación sistemática frente al Virus del Papiloma Humano (VPH)
en todas las chicas con 14 años de edad con la pauta 0,2 y 6 meses.","Se recomienda la vacunación sistemática frente al VPH en todos los chicos y chicas de
12 años de edad (que hayan nacido en 2011) con una pauta de 2 dosis, separadas al
menos de 12 meses.","Se recomienda la vacunación sistemática frente al VPH en todos los chicos y chicas de
12 años de edad (que hayan nacido en 2011) con una pauta de 3 dosis.",Ninguna de las respuestas es correcta.
AND2023,97,¿Cuál de las siguientes opciones define la incontinencia urinaria funcional?,Es la pérdida de orina al realizar actividades que aumentan la presión intraabdominal.,Está relacionada con la debilidad de la musculatura del suelo pélvico.,Puede estar asociado a una deficiencia intrínseca del esfínter uretral.,Está relacionada con los factores ambientales.
AND2023,98,¿Cómo se define la Glucemia Basal Alterada (GBA)?,Glucemia en ayunas entre 90 y 126 mg/dl.,Glucemia en ayunas entre 100 y 125 mg/dl.,Glucemia al azar entre 120 y 150 mg/dl.,"Hemoglobina glucosilada entre 5,7 % y 6,4 %."
AND2023,99,¿Cuáles son los Principios Básicos de la Bioética?,"Promover la salud, prevenir la enfermedad, restaurar la salud y aliviar el sufrimiento.","Beneficencia, Autonomía, Justicia y Eficiencia.","No maleficencia, Beneficencia, Autonomía y Justicia.","Beneficencia, Autonomía, Solidaridad y Equidad."
AND2023,100,"En el Plan Andaluz para la Prevención de los efectos de las Temperaturas
Excesivas sobre la Salud se definen 4 niveles de alerta, señale la opción correcta:",El Nivel 1 se corresponde a ausencia de riesgo y se representa de color verde.,El nivel 2 ó bajo riesgo se representa de color amarillo.,El nivel 3 ó alto riesgo se representa de color rojo.,"El nivel 4 ó riesgo extremo se representa de color violeta.
Página 18 de 32
SAS_ENFERMERO/A 2023 / CUESTIONARIO
TURNO LIBRE PRÁCTICO
CASO PRÁCTICO 1:
María, de 28 años, acude al servicio de Urgencias acompañada por su pareja refiriendo
dolor en abdomen y hombro derecho tras caída accidental por las escaleras. Durante el
primer contacto con ella observamos que está ansiosa, hipervigilante, temblorosa, con
múltiples contusiones y hematomas en distintos grados de evolución, contesta con
monosílabas y está descuidada tanto en su forma de vestir como en la higiene corporal.
Tras consultar su historial clínico de salud vemos que ha acudido en el último par de
que es
muy torpe que tiene muy poco equilibrio que se cae con mucha facilidad
Empezamos a sospechar que María está sufriendo violencia de género por lo que
nuestras intervenciones irán encaminadas tanto al traumatismo abdominal y de hombro
como a averiguar si se confirman nuestras sospechas; para ello intentaremos llevarla a
ella sola a una consulta y allí poder realizarle una entrevista."
AND2023,101,"¿Qué indicadores nos pueden hacer sospechar que María está sufriendo violencia
de género?","Sintomatología ansiosa (sensación de palpitaciones, temblor o sacudidas).","Sintomatología depresiva (llanto fácil, poco comunicativa, poco apetito, insomnio)",Rotura traumática del tímpano hace un año.,Todas son correctas.
AND2023,102,Indique la opción correcta tras haber realizado la entrevista clínica:,"Si no se confirma la sospecha, anotar en la Historia Clínica Electrónica las siglas ISMT
(Indicador de Sospecha de Malos Tratos).","Si no se confirma la sospecha de malos tratos, debemos comunicar el caso al personal
de Trabajo Social del centro.","Si se confirma el maltrato, anotar en la Historia Clínica Electrónica las siglas CMT
(Confirmación Malos Tratos).","Todas son correctas.
Página 19 de 32"
AND2023,103,"Si sospechamos la existencia de maltrato, la mejor herramienta disponible que
tenemos es la Clasificación Avanzada de Pacientes, que además de garantizar la
seguridad nos permite hacer una valoración rápida y estandarizada. Indique la
opción INCORRECTA respecto al SET (Sistema de Triaje Español):",El maltrato tendrá una prioridad 4-5.,Dispone de un programa de ayuda relacionado con la violencia de género.,En caso de asignarle un Nivel 2 será atendida en un tiempo inferior a 7 minutos.,En caso de asignarle un Nivel 3 la espera de la asistencia médica no debería superar
AND2023,30,"minutos.
104 Señale la opción INCORRECTA, en caso de confirmar los malos tratos, respecto al
lugar en el que debe permanecer durante su estancia en nuestra Unidad:","Disponer un espacio tranquilo, separado de la sala de espera general de la Unidad.","La habitación debe tener el distintivo que indique al personal que en su interior puede
haber una persona que ha sufrido malos tratos.","El espacio debe garantizar la intimidad, confidencialidad, seguridad y protección.","Será atendida con mayor celeridad que el resto de pacientes con su mismo nivel de
prioridad."
AND2023,105,"Indique la opción INCORRECTA respecto a una Situación Objetiva de Riesgo
(SOR):","Existe un riesgo inminente para la integridad física o psíquica de la mujer, hijos o
convivientes.","Si la mujer no reconoce el maltrato, el profesional sanitario debe comunicarlo a la
Fiscalía.","Debemos prestar una especial atención a mujeres mayores, con discapacidad o
desplazadas.",Las respuestas B) y C) son correctas.
AND2023,106,"Señale la opción INCORRECTA en referencia al Plan de Actuación, si María
reconoce sufrir malos tratos y se encuentra en Situación de Peligro Extremo:",Activar protocolo de Protección del Centro.,"Atender los posibles daños y lesiones físicas y, en caso de derivación, informar de la
situación de malos tratos.","Si María quiere volver a su domicilio no podremos hacer nada, ya que sería excluida
del Plan de Seguridad.","Cumplimentar parte al Juzgado con toda la información de la que dispongamos.
Página 20 de 32"
AND2023,107,"Durante la entrevista María nos dice que su marido, durante una discusión, le ha
dado varios puñetazos en el abdomen y que cada vez el dolor es más intenso.
Vemos que está sudorosa, pálida y fría, por lo que sospechamos que pueda tener
una hemorragia abdominal. En esos momentos sus constantes son TA: 80/35, FC:
135 y FR: 30. Indique la actuación correcta:",Canalización de vía venosa calibre 20G.,Las vías venosas se canalizarán en la flexura del codo.,"Inserción de sonda vesical para controlar diuresis y presencia de una posible
hematuria.",Se solicitará a banco de sangre concentrado de hematites del grupo 0 positivo.
AND2023,108,"Tras un traumatismo abdominal que produce hemorragia interna, ¿qué signo NO
nos vamos a encontrar?",Abdomen en tabla.,Hipotensión.,Hipersensibilidad abdominal.,Aumento de los ruidos intestinales.
AND2023,109,"Dada la clínica se traslada a María a observación, donde se procede a estabilizarla.
Una vez conseguidas las constantes adecuadas se decide hacerle un TAC
(Tomografía Axial Computerizada) de abdomen, y conocer el alcance de las
lesiones que tiene. Señalar la opción INCORRECTA si se nos vuelve a hipotensionar
durante el traslado:",Administraremos soluciones cristaloides como Suero Fisiológico.,Administraremos soluciones cristaloides como Ringer Lactato.,Administraremos soluciones hipotónicas.,"En el caso de shock hipovolémico debemos priorizar el uso del Ringer al del Fisiológico
aunque los dos sean válidos."
AND2023,110,"Tras varios bolos de Fentanilo para el control del dolor, María se deprime a nivel
respiratorio. Indique la opción correcta entre las siguientes opciones para prevenir
o corregir la depresión respiratoria:",Administraremos Naloxona en bolo.,Administraremos Flumazenilo en bolo.,"La vida media del Fentanilo, el Flumazenilo y la Naloxona es la misma, por lo que una
vez administrado el antídoto hemos resuelto el problema.","Para evitar la depresión respiratoria es preferible mayores dosis pero más espaciadas
en el tiempo.
CASO PRÁCTICO 2:
Rosario es una mujer de 62 años, casada con 3 hijos, que acude a consulta de
seguimiento con su enfermera en el centro de salud. Refiere que en la última analítica,
el azúcar un poquito alta no soy diabética
comer de forma desordenada, aunque lleva dos semanas haciendo 5 comidas al día y le
gustaría apuntarse a un gimnasio. Trabaja como secretaria en una empresa, donde
Página 21 de 32
pasa la mayor parte del tiempo sentada haciendo labores administrativas. Ha estado
cuidando de su madre hasta que ha fallecido a consecuencia de un ictus hace dos
meses y dice que sab tengo que dejar
comidas los fines de semana. En la consulta pesa 86,5 kg, mide 162 cm (IMC: 33 kg/m2)
y el perímetro abdominal es de 90 cm. Aporta nueva analítica con glucemia basal de 210
mg/dl, colesterol total 278 mg/dl. Refiere que las tomas de TA varían entre 150/90 y
145/85."
AND2023,111,"Según el Modelo de Prochaska y DiClemente, ¿en qué fase del cambio se
encuentra Rosario?",Fase de acción.,Fase de precontemplación.,Fase de contemplación.,Fase de preparación para la acción.
AND2023,112,¿Cuál es la estrategia de intervención que se debe plantear la enfermera?,Realizar consejo sobre hábitos saludables.,Informar sobre los riesgos de sus hábitos.,Realizar una intervención avanzada sobre hábitos saludables.,Entregar material de apoyo.
AND2023,113,¿Qué factor dificulta la comunicación entre el profesional y el usuario?,La enfermera tiene una actitud de escucha activa.,El entorno está ordenado.,La enfermera emite juicios sobre la conducta.,La enfermera mantiene una actitud empática.
AND2023,114,"Según la Sociedad Española de Obesidad, teniendo en cuenta el Índice de Masa
Corporal, Rosario tiene:",Sobrepeso grado I.,Sobrepeso grado II (preobesidad).,Obesidad tipo I.,Obesidad tipo II.
AND2023,115,"¿Cuál de las siguientes opciones es una recomendación para que Rosario pierda
peso?",Mantener el tamaño de la ración.,"Un déficit energético de entre 500 1.000 Kcal/día, sobre sus necesidades
energéticas.",No es necesario realizar dieta hipocalórica.,"Puede tomar refrescos azucarados o edulcorados para sustituir la copa de tinto.
Página 22 de 32"
AND2023,116,"Marque la herramienta que utilizaría para valorar la actividad física que realiza
Rosario:",Cuestionario de Adherencia a la Dieta Mediterránea.,Cuestionario AUDIT-C.,Cuestionario IPAQ.,Escala de Braden.
AND2023,117,¿Qué beneficio tiene la práctica de actividad física para Rosario?,Menor riesgo de aparición de enfermedad cardiovascular.,"Perder entre 0.5-1 Kg cada mes, sólo por la práctica regular de actividad física.",Mejorar el control glucémico.,Todas las opciones son correctas.
AND2023,118,"Para mejorar la fuerza y resistencia muscular de Rosario, ¿cuál sería la
prescripción de ejercicio físico que debería realizar?","Actividad de grandes grupos musculares, 3-5 veces/día, durante 20-60 minutos con
una intensidad de 55% a 90% de la frecuencia cardiaca máxima teórica.","Entrenamiento con carga de grandes grupos musculares, 2-3 días/semana, el tiempo
necesario para realizar 8-10 ejercicios, 10-15 repeticiones máximas.","Estiramientos musculares y movilidad articular, 2-3 días/semana, 15-30 segundos por
ejercicio y sin dolor.","Actividad de grandes grupos musculares, 5 días/semana, durante 30 minutos con una
intensidad de 55% a 60% de la frecuencia cardiaca máxima teórica."
AND2023,119,"La enfermera le propone a Rosario acudir a sesiones grupales programadas en el
cent",Nutrientes y alimentos.,Cesta de la compra y cocina saludable.,Emociones y refuerzo.,Todas las opciones son correctas.
AND2023,120,¿Qué opción tiene la enfermera tras valorar la analítica que aporta Rosario?,"Descartar síntomas de Diabetes y solicitar nueva analítica para confirmar cifra de
glucemia basal.",Derivar a Podología.,Repetir la analítica a los 6 meses.,"Solicitar retinografía para cribado de posible retinopatía.
CASO PRÁCTICO 3:
María es una mujer de 55 años, que en el año 2020 fue diagnosticada de un cáncer de
mama (carcinoma ductal infiltrante), se sometió a quimioterapia, y posteriormente en
marzo de 2021, se le realiza una mastectomía izquierda. En seguimiento por oncología
médica y ginecología con tratamiento activo con quimioterapia. Hace unos meses
aparece una herida en la zona donde tenía la cicatriz de la mastectomía izquierda
Página 23 de 32
(úlcera tumoral). En enero de 2023, tras realizarse un PEC-TAC de control, éste muestra
actividad neoplásica axilar, junto tres metástasis pulmonares izquierdas. Tras avanzar a
otra línea de tratamiento y observarse la progresión tumoral de la mama izquierda y de
las metástasis pulmonares, se decide su derivación a la Unidad de Soporte de
Cuidados Paliativos (USCP). Ella vive en su domicilio con su pareja Manuel, y sus dos
hijos, que son menores de edad, y hasta hace nada María regentaba una tienda de
productos ecológicos (ahora ya no puede atenderla). Todos los miembros de la familia
conocen la evolución y pronóstico de la enfermedad. Los principales síntomas actuales
son dolor local, astenia, náuseas y estreñimiento, así como ánimo variable. Manuel,
cuando está junto a María y la enfermera le pregunta cómo se encuentran, la impresión
que da es la de quitarle importancia al proceso, dice que ella no quiere hablar del tema,
incluso a veces es muy reticente a contar cómo se siente y cómo está. María no se ha
querido vacunar frente a la gripe y covid, a pesar de que se le ha recomendado en
multitud de ocasiones."
AND2023,121,"Cuando se le diagnosticó el cáncer, María hizo las Voluntades Vitales Anticipadas.
Respecto al registro de las Voluntades Vitales Anticipadas que ha realizado María,
NO es cierto que:","Se regula en el ámbito de la Comunidad Autónoma de Andalucía, a través de la Ley
5/2003 de Voluntad Vital Anticipada.","Su objetivo es regular en el ámbito territorial de la Comunidad Autónoma de Andalucía,
la declaración de Voluntad Vital Anticipada.",La Voluntad Vital Anticipada sólo podrá ser emitida por una persona mayor de edad.,"La declaración prevalecerá sobre la opinión y las indicaciones que puedan ser
realizadas por familiares."
AND2023,122,"En la actualidad María está en seguimiento por la Unidad de Soporte de Cuidados
Paliativos (USCP). Dentro del Plan Andaluz de Cuidados Paliativos, ¿a qué tipo de
recurso corresponde?",Recursos de atención urgente.,Recursos avanzados.,Recursos intermedios.,Recursos convencionales.
AND2023,123,"El equipo de atención primaria que se encarga de los cuidados de María (médico de
familia, enfermera de familia, enfermera gestora de casos y trabajadora social), le
realizan una valoración multidimensional individualizada. En el área funcional de
dicha valoración, se recomiendan una serie de índices/escalas. De las siguientes
que se enumeran, ¿cuál NO se usa para valorar el área funcional?",Índice de Lawton-Brody.,Índice Profound.,Escala de Barthel.,"Índice de Karnofsky.
Página 24 de 32"
AND2023,124,"En el Plan individualizado que se realiza posteriormente a María, se recomienda
una atención familiar y social, donde se potenciarán las capacidades de la persona
y la familia para adaptarse a la situación, apoyándola y asesorándola, detectando
factores estresantes. En el plan se priorizaran una serie de resultados. ¿Cuál de los
siguientes se darán en la atención familiar y social?",NOC 2000 Calidad de vida.,NOC 1307 Muerte digna.,NOC 1504 Soporte social.,NOC 1300 Aceptación del estado de salud.
AND2023,125,"Tras realizar la valoración multidimensional de María, es preciso identificar los
elementos de complejidad mediante la herramienta IDC-Pal. Al realizarla se aprecia
que hay presente un elemento de alta complejidad. ¿Esto qué significa?",Situación no compleja.,Situación compleja.,Situación altamente compleja.,Normalmente esta situación es difícil que se dé.
AND2023,126,"María explica al equipo de la USCP que la atiende, las características del dolor que
tiene, y lo describe como un dolor constante, mal localizado e irradiado. ¿Qué tipo
de dolor está describiendo?",Dolor somático.,Dolor paroxístico.,Dolor visceral.,Dolor neuropático.
AND2023,127,"En la actualidad, a María se le ha añadido al tratamiento del dolor el fármaco
Tramadol. ¿A qué escalón de la escala analgésica de la OMS corresponde?",Escalón I.,Escalón II.,Escalón III.,Escalón IV.
AND2023,128,"María tiene una úlcera neoplásica en la zona pectoral y axilar izquierda, donde tenía
la cicatriz tras la mastectomía. En el tratamiento de estas úlceras respecto a la NIC
3660 (Cuidado de las heridas), y según el sistema de evidencia GRADE, ¿cuál de las
siguientes recomendaciones tiene un nivel de evidencia alto?","Los apósitos liberadores de plata son una opción de gran utilidad en pacientes con
úlceras neoplásicas.",Utilice metronidazol ante heridas de olor incontrolable.,La limpieza de la herida reduce el olor y elimina el tejido desvitalizado.,"Utilice medidas para el manejo del prurito (como protección de la piel perilesional y
corticoides tópicos en piel perilesional o hidrogeles en la lesión tumoral).
Página 25 de 32"
AND2023,129,"En la zona axilar izquierda María presenta una lesión cavitada, que es muy
exudativa. ¿Qué tipo de apósito sería el más recomendable?",Película de poliuretano transparente.,Apósito de plata.,Apósito de espuma de poliuretano no adherente (hidropoliméricos).,Apósito de hidrofibra.
AND2023,130,"El equipo de Atención Primaria que atiende a María, ha detectado que puede haber
una disfunción familiar. Para conseguir una primera aproximación, ¿qué
herramienta se utilizará?",Apgar familiar.,Escala socio familiar de Gijón.,Escala de incapacidad de la Cruz Roja.,"Escala de Yesavage.
CASO PRÁCTICO 4:
El Sr. García es un paciente de 70 años que padece una DM tipo II diagnosticada hace 8
años. Inició tratamiento de dieta y ejercicio físico para al cabo de los 2 años iniciar
tratamiento farmacológico con metformina y desde hace 1 año con tratamiento
combinado de metformina y un inhibidor de la dipeptil-peptidasa-4 (iDPP4). Su última
hemoglobina glicosilada (HbA1c) es de 7,5%. También padece HTA tratada desde hace
un año con inhibidores de la enzima convertidora de angiotensina (IECAs). Tiene un
IMC de 23. Hace 2 años murió su esposa tras una enfermedad crónica de larga
evolución. Él hizo las funciones de cuidador principal de su esposa durante todo el
proceso, aunque tenía la ayuda de su hija durante los fines de semana. Actualmente
vive solo, tiene limitaciones para el autocuidado, se suele hacer la comida y realiza con
dificultad las tareas básicas de mantenimiento de su hogar. Los fines de semana las
complementa su hija y le plantea diferentes opciones de comidas para la semana
siguiente. Aunque sale poco de casa mantiene relaciones sociales con los amigos. Hoy
acude a consulta de enfermería para revisión y seguimiento de su diabetes."
AND2023,131,¿Qué tipo de exploración sería recomendables para el cribado de pie diabético?,Exploración con monofilamento de Semmes-Weinstein 10-g.,Exploración de pulsos pedios.,Exploración con diapasón de 128 Hz.,Todas son recomendables.
AND2023,132,"Atendiendo al PAI de Diabetes (3ª Edición, 2018) de nuestra Comunidad, ¿cuándo
deberíamos categorizar de riesgo moderado de pie diabético al Sr. García?","Cuando realizamos un ITB con un valor < 0,8.",Cuando presenta limitaciones para el autocuidado.,Cuando haya sufrido una ulceración previa de uno de sus pies.,"Cuando tenga diagnóstico de neuropatía.
Página 26 de 32"
AND2023,133,"Una vez categorizado como pie diabético de riesgo moderado, ¿con qué
periodicidad deberíamos realizar una valoración del riesgo atendiendo a nuestro
PAI de Diabetes?",Cada 6 meses.,Anualmente.,Cada 2 meses.,Bajo demanda del Sr. García.
AND2023,134,"Tomamos la tensión arterial (TA) y arroja una cifra de 150/95 mmHg. ¿Cuál
estableceríamos como objetivo aceptable de cifra de TA de nuestro paciente?",Una PAS < 130 mmHg y PAD < de 80 mmHg.,Una PAS < 140 mmHg y PAD < de 90 mmHg.,Una PAS < 120 mmHg y PAD < de 80 mmHg.,Las cifras de TA actuales son aceptables atendiendo a su edad y comorbilidades.
AND2023,135,"¿Cuál de las siguientes intervenciones deberíamos realizar al Sr. García en la visita
de seguimiento?","En ausencia de dislipemias, realizar un perfil lipídico cada 6 meses.","Realizar una glucemia plasmática tras sobrecarga oral de glucosa (75 gr) cada dos
años.",Control de su tensión arterial.,Las respuestas A) y C) son correctas.
AND2023,136,En relación a su cifra de HbA1c podemos destacar que:,Es la correcta para su edad y comorbilidades.,"Cifras por debajo del 7% serían más adecuadas atendiendo a las características de
morbilidad del Sr. García.","En pacientes sin obesidad ni enfermedad renal crónica, las cifras de HbA1c deberían
ser entre 6,5% y 7,5%.",No es relevante para el seguimiento de nuestro paciente.
AND2023,137,"Atendiendo a la cartera de servicios del Servicio Andaluz de Salud, ¿está indicada
la monitorización flash de glucosa (MFG) para nuestro paciente?","Sí, ya que la MFG es más fiable que la determinación capilar, y tiene criterios para ello.","No, ya que la MFG solo está indicada para pacientes con DM tipo I.","Sí, si con el Sr. García realizamos un programa estructurado de educación
diabetológica.","No, ya que el Sr. García no reúne criterios de indicación de MFG."
AND2023,138,"Al Sr. García se le diagnosticó su DM tipo II mediante cribado oportunista. ¿Cuál de
los siguientes hallazgos pudieron utilizar los profesionales para diagnosticarla?
D) Cualquiera de los hallazgos anteriores sería suficiente.
Página 27 de 32
139 Atendiendo al PAI Diabetes, en el caso de que lo necesitara nuestro paciente, ¿cuál
sería el abordaje correcto de una hipoglucemia aguda?","Si está consciente administrar 60-70 gr. de glucosa oral y repetir a los15 minutos si
fuera necesario.",Si está inconsciente administrar glucagón intramuscular.,Si está inconsciente administrar glucagón vía subcutánea,Las respuestas B) y C) son correctas.
AND2023,140,"La enfermera observó en su Historia Clínica que la última retinografía que se le
realizó era normal. De acuerdo con los antecedentes que conocemos del Sr. García,
¿con qué cadencia se le debe realizar una nueva valoración?","Atendiendo al protocolo del PAI Diabetes, se le debe practicar anualmente.","Atendiendo al protocolo del PAI Diabetes, se le debe practicar con una cadencia trienal
porque lleva menos de 10 años de evolución.","La cadencia que indica el protocolo, ante la ausencia de retinopatía diabética, es de 5
años.","Al tener otros factores de riesgo (HTA) se debe valorar individualmente, siendo
razonable realizarla entre 1 y 2 años de cadencia.
CASO PRÁCTICO 5:
Antonio, paciente de 73 años es trasladado a un servicio de urgencias hospitalario por
una caída desde su altura cuando se encontraba caminando por la calle. Presenta
dolor, impotencia funcional y rotación con acortamiento de la pierna derecha y, tras la
realización de pruebas de imagen, es diagnosticado de fractura subcapital de fémur
derecho. Antonio es operado de urgencia en el centro hospitalario, colocándosele una
prótesis parcial de cadera derecha. No presenta alergias medicamentosas o
alimentarias. Es hipertenso bien controlado y está operado de varices en la pierna
izquierda. Es diabético tipo II bien controlado por la enfermera de familia. Lo acompaña
Gloria, su mujer, que ejerce de cuidadora."
AND2023,141,"En este proceso asistencial, según las recomendaciones de la Agencia de Calidad
Sanitaria de Andalucía, la verificación de identidad por parte del paciente debe
realizarse:",Solo en caso de realizar algún procedimiento cruento al paciente.,"En todos los momentos de la atención y por todos los profesionales sanitarios y no
sanitarios que entren en contacto con el paciente.","Sería necesario solamente cuando se realice extracción de una muestra biológica para
analítica, se administre medicación o transfusión, se haga un procedimiento invasivo
diagnóstico o terapéutico.","Ninguna es cierta.
Página 28 de 32"
AND2023,142,"En las recomendaciones de la Agencia de Calidad Sanitaria de Andalucía sobre
identificación inequívoca de pacientes, se establece el uso de pulseras
identificativas en cualquier paciente que entre en contacto con el sistema sanitario
en el hospital, incluyendo:",Hospitalización urgente o programada.,Acceso ambulatorio para tratamientos.,Consultas de acto único.,Todas son ciertas.
AND2023,143,"A Antonio, como preparación para la intervención de cadera a la que fue sometido,
se le solicitó un tipaje sanguíneo por si fuera necesario transfundir algún
concentrado de hematíes, dado el riesgo de sangrado en la cirugía de prótesis de
cadera. En este caso, no tenía historia transfusional previa, por lo que la enfermera,
para garantizar la seguridad del proceso, deberá extraer y cursar a banco de sangre
para la determinación del grupo sanguíneo:",Un tubo de analítica con EDTA.,"Dos tubos de analítica con EDTA, extraídos en el mismo procedimiento de extracción.","Dos tubos de analítica con EDTA, extraídos en distintos procedimientos de extracción.","Dos tubos de analítica uno con EDTA y otro sin este componente, extraídos en el
mismo procedimiento de extracción."
